ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-2,0,0,-2,0,3,5,-1
1,0,1,-2,-3,-3,-5,1
1,0,-1,2,3,4,6,-2
-1,-1,0,-1,-4,-3,-3,-2
-1,0,-2,1,0,-5,-3,2
0,0,-1,-1,-2,4,3,-1
-2,-1,-1,-1,1,-4,-2,-1
0,0,0,1,1,2,0,-4
1,0,-2,0,0,2,0,1
-3,-3,-2,-1,0,-1,2,0
-1,1,-2,-2,-5,2,-1,0
-1,0,0,-2,-2,-9,-2,-1
-1,-1,2,-3,-4,-8,-9,-3
1,-1,-2,-1,2,15,8,1
1,0,0,3,2,-8,2,3
-1,1,2,1,1,8,-2,0
-1,-4,-6,-2,-4,0,0,-2
-1,0,1,-1,1,-9,-6,-3
0,0,0,-3,-2,0,-3,-1
0,0,-2,1,4,8,7,3
0,-1,1,1,3,5,3,0
-2,0,-1,0,-4,-2,-4,0
-4,-1,-2,0,-4,-7,-5,-5
-1,-2,2,-2,-5,-8,-3,1
0,2,2,1,3,6,3,2
-1,0,0,2,2,-1,1,-3
1,0,1,-2,-2,-1,-3,3
-1,-2,-3,-5,-2,3,0,1
-1,-2,-1,3,-2,-9,-3,-2
-1,0,1,2,3,2,-4,0
0,-1,-1,0,-2,0,-1,-1
-2,0,-3,-2,0,-3,3,-1
0,1,0,-2,1,12,-5,0
0,0,0,-3,1,-7,10,0
-1,-1,-1,1,1,7,1,2
-3,-2,-1,-2,-4,-6,-4,-6
-1,-1,-1,-4,-4,-7,-4,-5
0,-1,-1,1,1,5,0,2
-1,0,-1,-2,0,4,5,1
0,-1,0,1,1,-1,1,1
-2,0,-1,-2,-3,-3,-3,-2
-1,-1,1,-3,-2,-7,-5,-3
3,-1,1,-1,1,-1,3,3
0,-1,-1,1,-2,0,-3,1
-2,-1,-2,2,2,1,7,0
0,-1,-2,0,-2,0,-1,0
-2,-3,0,-4,-6,-8,-6,-5
1,0,0,2,6,0,2,0
2,3,2,2,4,18,8,4
-1,0,-1,-1,-2,-9,-3,-3
