ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
4,0,-3,-3,-1,5,-1,3
-3,-3,2,3,0,-12,-3,-2
3,-1,0,0,-1,0,3,0
-1,0,4,8,2,3,0,-2
2,1,-2,-15,-3,0,-3,-2
-1,2,1,-4,-2,0,4,2
-1,0,1,6,0,1,3,2
1,1,0,-2,3,15,2,2
-3,-2,2,10,2,-12,0,4
2,1,-3,-12,-8,-2,-6,-1
-2,-3,-2,-3,2,2,1,-4
0,0,1,4,1,2,4,-1
0,-1,0,3,-1,-4,-4,-2
-2,-1,0,1,-3,-5,2,1
-1,2,0,2,1,2,1,2
4,-2,-4,-4,-3,-2,-2,-5
-6,-2,0,4,1,2,3,-1
0,0,-1,-2,-4,-5,-2,-2
0,3,1,1,2,6,-2,-3
0,2,-1,-4,-1,-4,0,3
-5,-11,-5,-12,-5,-7,-3,-3
-2,0,-2,-1,-4,-8,-5,-2
-1,1,0,-2,1,6,1,1
-3,0,3,4,3,8,-5,-1
3,2,0,5,-5,-4,6,-1
-1,-1,0,3,3,2,-2,1
1,-3,-2,-10,-1,1,0,0
-3,1,-1,7,0,0,-4,-2
2,4,6,1,0,-7,-5,-2
-1,-3,-2,-3,-4,-3,0,1
0,1,2,5,-1,-2,-2,-3
1,0,0,-2,0,2,2,3
0,0,-2,-2,3,11,5,-1
0,-1,2,-2,0,3,1,0
-1,-1,-2,0,-1,-9,-4,-3
-4,-3,-1,-2,-4,-3,-1,3
-2,-1,-1,6,1,-1,-3,-1
5,1,-2,-4,0,-3,-3,-1
-6,1,-3,-2,-2,-3,0,-3
-4,-5,1,0,-1,-8,-1,-2
1,1,-2,-4,-4,4,1,1
-1,0,1,3,2,2,0,-2
2,2,-1,0,0,4,3,4
2,1,0,5,1,-5,-6,-3
0,-1,-2,-2,0,1,6,1
-4,-2,-2,-2,-2,-3,1,-1
0,-2,-2,-2,-4,-7,-4,-2
-2,0,1,0,-1,-1,1,-1
0,0,-2,1,0,-1,-5,-3
1,-1,-1,-3,-1,5,3,2
