ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-1,0,1,1,0,-1,-1,-2
1,1,-1,-5,4,7,4,2
-1,-3,-1,2,-1,-3,0,0
-3,-2,-3,-4,-3,-10,-9,-3
2,0,-1,0,1,-6,-3,0
0,0,0,2,5,5,2,2
0,0,0,-1,-1,7,10,-1
1,0,2,1,3,4,2,-1
-2,-3,-5,0,-5,-7,-8,-2
0,-2,-1,-5,-6,-5,-3,1
-1,0,-1,0,0,-3,-4,-3
-1,1,-1,2,-2,0,2,1
-1,2,-1,-5,0,1,2,0
-1,-1,-4,1,0,2,-2,-2
1,-1,-1,-1,1,-4,0,2
1,-1,2,5,2,7,2,-2
0,0,4,1,1,2,-2,1
-1,0,0,-2,-4,-2,-1,-3
-1,0,-2,-4,-3,1,-1,1
-2,-1,-2,-5,0,-3,-4,-2
2,0,-1,1,3,2,2,1
-1,-3,-2,-3,-1,1,4,0
-1,-1,0,-1,0,6,-3,0
2,1,1,0,0,-9,-2,3
-2,-4,-3,0,-1,0,4,-4
0,0,2,0,0,5,7,0
-1,0,0,-1,-2,-1,-6,-2
-1,-3,-2,-2,-1,-1,-2,-1
-2,2,0,-4,-3,-5,-5,2
-1,1,0,1,0,-5,-3,0
-1,-1,1,1,1,5,3,-2
3,0,0,1,1,10,1,2
0,0,0,6,-2,-5,-2,1
-2,-2,-4,-9,-3,-2,-4,-3
0,-2,0,0,-3,-1,-4,-4
-1,-1,-1,-2,3,-12,-2,0
1,-1,-1,4,4,10,6,4
0,-1,-1,-1,-2,4,-1,-2
0,-1,-2,1,0,-5,-3,0
-1,1,1,-4,-2,2,2,0
-2,0,-1,-4,-2,2,0,-1
-2,0,1,-1,-4,-14,-6,1
-2,-1,0,-5,3,7,5,2
2,0,3,5,1,0,-1,0
-1,-2,-3,-10,-4,-1,1,0
-3,-2,-3,1,-1,2,3,-9
-1,2,3,7,5,2,5,1
-2,-1,-2,-12,-3,2,-3,1
0,0,2,-1,-1,-4,-3,-1
1,1,3,3,-1,-1,0,2
