ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
0,0,-2,-5,1,5,0,1
-2,-2,-4,-13,-3,-10,-1,-2
-1,1,0,1,-6,4,2,0
0,-2,3,7,0,-2,-1,-2
-3,-2,-5,-8,1,-3,-5,-3
0,1,0,-1,2,2,0,2
-1,-6,-3,0,-2,-3,1,-1
-5,-1,1,3,1,1,-1,0
1,1,0,9,2,1,-1,-1
-3,-3,-2,-5,-9,-10,-5,-6
2,5,11,5,2,3,-2,1
0,0,3,7,5,10,5,4
0,-1,-4,-17,-2,2,3,-2
-2,-1,0,-2,-5,-4,-1,-1
1,0,-3,-1,-3,-9,-5,-1
-1,-2,-1,-3,-2,-7,-12,-2
2,0,2,10,3,7,15,3
-4,-2,0,4,3,3,0,-1
2,0,-4,-1,-2,-3,-4,-1
2,0,-3,-6,-1,0,-1,2
-1,0,1,6,2,4,0,-1
0,-1,-2,-5,-7,8,3,3
-3,-2,-2,-2,-6,-9,-6,-5
3,3,1,-3,-3,-15,-2,0
-4,-6,2,9,5,4,-1,-1
1,0,2,1,4,7,0,-1
-1,1,0,12,4,4,0,1
-2,-4,-7,-24,-11,0,0,0
-1,1,2,3,-4,-10,-6,0
-1,-1,-1,-2,-1,-8,-3,-4
-4,0,-2,-2,5,6,1,0
4,5,0,7,6,9,6,3
-2,1,-1,7,-2,-9,-5,-1
-1,-2,-6,-7,-4,0,2,0
8,5,8,5,4,5,3,3
-1,-1,2,-2,1,3,4,-1
0,2,1,-4,-3,2,-1,-2
-1,-2,-3,4,-4,-10,-9,-1
-2,-4,-4,-5,-5,-7,1,-2
0,0,2,1,5,3,1,1
2,3,4,6,2,5,1,1
0,-1,-1,-4,2,13,1,1
-1,0,0,1,-3,-11,-3,-1
0,-1,0,3,-1,-2,0,-1
-7,0,-2,-6,-6,-7,-3,-1
3,3,-1,-2,5,9,5,3
-7,-11,-4,-3,-1,1,0,-4
-1,-1,-1,2,0,-4,-1,-3
1,-1,-1,1,2,4,1,0
0,0,0,3,-1,-13,-1,0
