ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
4,5,-9,-84,-41,7,4,3
-7,-11,-22,-13,-14,-13,-4,-6
-3,-5,-2,8,-1,-4,-2,-2
1,0,-1,-11,3,2,-1,-1
3,5,14,19,10,3,-1,1
0,2,0,-4,4,5,4,1
2,3,11,1,-5,3,-1,3
-3,-6,-11,-16,8,-7,-2,-4
1,1,-2,-12,-9,-1,2,-1
6,8,17,-20,-6,10,7,7
-8,-12,-13,25,13,-1,-4,-7
0,0,-2,-15,-13,-2,1,1
0,-1,5,19,11,-4,-4,-2
-1,-1,1,19,-1,-1,0,-1
1,5,0,-24,-10,-2,0,-2
-2,-3,-4,-8,4,0,0,0
1,-1,-4,9,7,1,-5,1
3,9,16,7,-2,2,6,4
10,15,17,-13,-14,18,16,12
-4,-8,-39,-76,-61,-9,-6,-1
-14,-17,-22,31,-12,-22,-12,-8
-3,-4,-14,-4,-6,0,-2,-1
0,-4,2,-37,-7,-2,-5,-1
5,8,12,3,12,4,4,2
5,5,7,-18,3,6,4,2
-6,-6,-8,5,-2,-4,-6,-7
1,3,8,23,12,2,3,2
11,17,20,-13,21,17,8,9
-9,-11,-11,-36,-28,-19,-12,-7
2,1,6,59,15,6,6,3
4,4,3,4,6,0,-1,2
-4,-6,-1,-46,-37,-10,-6,-6
-5,-8,-12,27,17,-5,-6,-3
4,4,0,15,9,4,3,5
-1,-2,-1,-8,-7,-2,-4,-4
0,1,5,13,8,4,6,0
1,2,6,37,24,8,2,1
-1,-3,-4,-24,-8,-5,-4,-1
4,10,14,47,33,12,5,1
-6,-9,-5,51,-15,-10,-4,-4
6,9,7,-5,19,11,5,3
0,-1,-5,-71,-22,2,-1,-2
-3,-1,9,19,29,-3,-3,-2
-8,-14,-29,-34,-6,-10,-8,-3
5,13,26,32,15,18,16,6
5,2,-10,-48,-13,3,0,2
-10,-14,0,70,14,-14,-9,-6
-7,-16,-32,-30,-22,-18,-11,-6
2,3,0,-8,3,0,3,3
-4,0,14,-32,-5,2,1,-3
