ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2,1,-13,-19,11,3,2,2
0,5,34,3,-21,-9,-1,-1
4,2,-15,4,13,22,8,1
-2,-5,-30,-47,1,0,0,3
-1,-2,-11,28,13,4,0,-1
1,8,30,15,38,9,4,0
-1,-1,-19,-27,-32,-6,-1,-1
6,9,-5,-31,-1,10,4,3
-5,-19,-26,2,52,8,-1,-3
-7,-9,-16,-1,-4,-15,-8,-3
-1,7,54,-39,4,-1,-1,0
-1,-15,-87,13,0,2,1,-1
8,24,67,-63,0,5,3,3
-9,-22,-36,26,-9,-12,-6,-5
-2,-4,4,-57,-15,0,1,0
4,11,-15,-60,36,11,3,2
-3,-8,-8,58,-22,-6,-3,-2
-2,-3,19,5,0,-4,-2,-2
-1,3,18,-7,-7,2,3,-2
-4,-8,-4,21,-26,-7,-3,-3
8,14,-5,-34,28,14,7,4
0,1,30,43,1,4,1,0
-8,-19,-2,40,-19,-15,-7,-6
2,6,22,-15,19,6,2,1
-2,-2,12,29,-27,-7,-4,-2
9,18,-17,-30,46,21,10,6
1,3,62,93,28,3,-2,-3
-15,-37,-71,-41,1,0,-4,-6
4,14,46,18,19,4,2,4
-1,-10,-39,-57,-5,-4,-2,-1
1,2,-15,11,-2,-5,-1,0
3,14,37,-19,-21,2,1,2
-2,-2,-22,28,-1,-10,-6,-4
6,21,16,19,52,17,12,4
-10,-29,-63,-69,-20,-11,-6,-3
6,14,52,37,3,0,0,1
-6,-18,-45,-36,-6,-11,-4,-3
1,4,13,17,-15,-10,-5,-1
4,5,-32,3,5,9,4,2
-3,-3,-6,-9,15,-1,-3,-1
6,15,36,-1,1,3,1,3
4,3,32,13,11,12,5,3
-11,-17,0,-7,-14,-20,-10,-7
7,10,29,19,6,2,5,4
-4,-5,17,38,-63,-21,-8,-5
-4,-3,34,-50,-5,16,1,-1
5,3,-25,-50,11,11,3,3
-4,-4,15,42,-14,-6,-2,-1
3,11,0,-4,-23,-6,-2,0
1,-3,-17,9,33,4,1,2
