ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-7,-20,-56,-105,-35,-5,-2,-1
-5,-5,-12,26,22,1,-2,-1
3,6,11,13,15,6,3,3
-2,-2,-34,-62,-8,6,-2,0
3,7,18,-4,-6,-5,-4,1
1,0,-9,-16,-1,1,-1,-1
-1,1,3,3,-14,-8,-3,0
1,2,13,28,-3,-1,-3,1
9,21,51,-22,3,9,5,2
-7,-21,-80,5,9,-1,-3,-3
-3,-7,28,63,-8,-3,-3,-3
-6,-18,-25,-76,15,3,3,-1
2,8,7,-9,-3,0,1,3
5,16,44,-4,-2,0,0,2
1,3,-20,-41,-13,0,-1,-1
1,-2,0,46,4,0,0,-1
-1,-2,-2,22,0,-4,-1,-2
-1,1,5,-13,1,-1,0,1
-2,-4,-14,-22,-6,-4,-3,-4
0,-1,5,14,-6,-4,-1,-1
-3,0,2,9,-13,-6,-1,-2
8,13,58,15,30,18,9,6
-3,-14,-89,-57,-16,-1,-1,-1
-8,-14,-13,20,-17,-10,-6,-3
-3,-8,-17,10,-29,-16,-7,-4
1,2,25,31,27,9,2,1
3,8,20,-49,6,-2,-2,0
1,-2,-15,-5,-8,0,1,-1
3,4,-14,-18,9,6,4,3
-2,-6,-10,-79,-26,-5,-3,-3
0,2,6,0,5,-2,0,1
-2,-4,-2,17,-4,-4,-3,-2
1,0,-2,-3,17,7,2,2
0,7,40,44,-6,-1,2,0
-3,-9,-33,-39,-11,-2,-4,-1
1,4,9,13,2,1,2,-2
2,1,-6,3,21,11,3,3
2,1,-4,1,-9,-5,-7,-2
-1,6,25,38,-2,-1,2,0
2,3,-34,-57,19,9,5,2
1,-1,29,19,13,2,-1,-1
-6,-8,-10,1,-23,-10,-4,-3
-4,-13,-24,-8,2,-7,-6,-4
6,10,9,0,1,8,8,4
1,3,14,34,26,18,6,2
-6,-11,7,0,-18,-8,-4,-3
3,11,12,17,7,2,2,2
-6,-18,-46,-16,-22,-9,-6,-3
0,0,-9,4,-2,-6,-2,-1
-1,-4,-19,15,5,-2,1,-3
