ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-3,-4,-12,-28,-14,-1,-2,-4
2,4,2,-25,4,1,2,1
-2,-1,3,17,12,1,-3,-4
1,-1,-3,-50,-23,-1,0,-1
3,4,11,3,5,3,4,2
-6,-12,-28,-29,-21,-10,-10,-8
0,2,8,22,10,5,2,4
-1,-10,-19,5,5,-2,0,1
-8,-6,-8,20,10,-3,-1,-2
3,3,11,6,2,4,2,2
2,0,-8,18,-5,-1,1,0
0,4,14,8,-4,1,-1,-3
-1,-2,-9,-12,5,-1,-2,-1
2,7,11,-12,15,8,4,1
-1,-2,-2,23,3,-5,-8,-5
1,4,9,39,9,5,9,4
2,4,9,32,-10,3,1,2
-11,-13,-15,-6,20,-6,-9,-7
3,3,5,-22,-17,2,6,4
-2,0,3,21,7,-5,-2,-3
2,3,10,12,-4,3,1,2
0,-1,-18,-51,-18,7,7,1
0,-2,3,-10,-20,-8,-4,-2
-4,-3,2,-6,7,-5,-2,-7
-3,-5,-15,13,2,-4,-3,-1
3,7,20,18,-6,3,3,2
-3,-7,-7,-18,-19,-1,5,1
6,8,10,4,8,4,1,5
-1,-4,-5,-23,-10,-2,-1,-1
1,3,-2,11,-5,5,-1,2
5,9,8,6,21,15,6,4
-7,-10,-12,-12,-27,-11,-8,-4
1,2,4,-10,-5,0,3,4
2,2,-1,-14,-8,-3,2,3
3,5,14,44,25,7,5,2
-4,-7,-10,-23,-30,-15,-10,-4
-4,-7,-8,5,3,-4,-3,-2
1,9,15,27,13,15,9,3
-4,-5,-11,-45,-15,-9,-5,-5
1,-2,-7,-37,2,0,1,-1
0,1,4,-6,3,-3,-3,-3
2,0,3,-35,-4,1,0,2
1,4,8,-41,-27,1,0,2
-2,-3,-14,17,8,5,-1,-4
-3,-5,-16,-35,-13,-3,-1,-1
1,6,21,39,28,2,0,0
0,-1,1,10,-1,-4,-2,-3
-4,-8,-18,-28,-21,-9,-5,-2
-2,-1,7,34,17,2,0,-1
1,-2,-1,-10,-22,-10,-3,-3
