ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
3,1,-12,-94,-5,4,1,2
-4,-10,-11,61,-8,-9,-1,0
1,0,2,-12,0,9,3,2
1,4,0,-14,-15,-5,2,1
-2,-1,11,-32,7,-3,-3,-4
-2,-2,-52,-20,5,1,-5,-3
4,7,53,42,8,2,5,1
-6,-22,-76,-64,-29,-6,-4,-3
-7,-13,11,-56,-10,-5,-4,-2
0,-2,-18,-41,-12,0,-1,0
2,13,35,21,15,2,-2,1
4,2,4,24,0,4,4,1
-7,-20,-22,21,-29,-17,-7,-9
1,12,48,3,6,4,1,0
-9,-26,-55,-63,-35,-9,-4,-5
2,8,0,27,41,14,0,-1
2,3,0,9,-8,-4,2,0
1,-9,8,-11,7,5,-2,1
5,12,-24,-27,-1,2,2,0
-8,-20,14,63,1,-10,-7,-5
4,5,-6,-31,7,5,6,5
-1,4,10,8,-6,0,-2,0
-2,-10,-20,-39,1,-5,-1,0
9,14,33,-51,-14,6,3,3
-9,-11,0,69,4,-8,-2,-3
-3,-8,-17,-7,11,0,-1,0
0,4,14,21,0,4,2,1
7,17,1,-12,12,4,2,6
11,22,41,56,8,7,5,3
-23,-45,-12,24,-22,-24,-15,-13
2,4,9,12,10,2,0,2
-3,-1,20,16,1,-5,-1,-1
5,7,-26,2,42,16,4,3
3,2,-16,-25,-4,4,3,1
4,18,68,22,5,2,1,1
-7,-11,-45,-16,-24,-10,-6,-5
-5,-13,-18,-13,-10,0,-2,0
1,-2,-23,16,24,2,2,1
-1,-3,5,10,8,4,2,-2
3,15,-10,-1,-21,-1,0,-1
-4,-8,30,75,4,-3,-1,-2
-2,-1,-49,-92,-18,-2,-4,-2
3,9,-2,14,3,2,-3,1
3,1,8,21,14,7,5,-1
-11,-21,-3,25,-27,-19,-11,-10
4,3,19,-24,17,9,6,2
-2,-5,-10,-10,2,-6,-4,0
3,6,-1,-39,-14,-2,4,2
5,12,-9,-43,1,9,4,3
-4,-9,31,38,-11,-1,-1,-2
