ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-7,-15,-3,-67,13,1,1,-3
5,11,14,16,18,10,3,4
1,-4,-13,-22,-8,9,2,2
8,21,6,-8,65,26,9,5
-5,-18,12,90,15,-8,-4,-2
-10,-13,-10,-30,-4,-16,-7,-4
8,5,27,47,14,26,10,7
-5,-2,22,-22,-71,-17,-5,-4
2,5,-2,-20,10,6,2,1
-3,-11,-39,-104,-33,-10,-7,-5
1,0,-52,-35,17,0,4,1
-4,-3,21,115,-31,-13,-8,-6
6,12,24,40,59,24,10,4
-8,-10,30,3,-14,-7,0,-2
4,4,-59,31,-3,1,0,0
-6,-14,11,-50,-2,-8,-4,-2
9,23,-16,-49,-27,3,1,4
-4,-11,-35,-31,11,-4,-3,-5
-3,-1,53,52,7,1,-1,-2
-1,-4,15,7,-21,-13,-3,0
5,18,0,15,-19,-3,-1,1
-4,-14,-24,-3,55,16,2,-1
-9,-19,-28,-25,-42,-25,-11,-9
1,-7,-37,-54,19,10,5,3
-1,7,46,-3,-11,-1,-1,-2
5,9,-9,-9,-17,8,4,1
-9,-15,20,27,-5,-16,-8,-4
1,-4,-16,6,34,2,-2,-2
1,0,-24,4,-9,-1,0,-1
-5,-2,13,15,-37,-18,-9,-2
0,-1,-9,44,5,13,5,4
-4,-4,-25,-115,-25,-3,-2,-2
0,1,29,26,2,-8,0,-1
3,14,35,2,-8,-2,0,0
-1,-10,-35,-29,-15,-2,-4,-1
-6,-7,-46,-6,26,-6,-5,-3
-6,-15,-42,78,-9,-3,-2,-3
0,-1,8,-55,-6,-1,0,-1
5,9,21,41,28,12,6,5
8,18,18,69,2,8,7,4
-4,-8,-3,-46,-27,-3,-7,-1
4,15,-2,-15,0,-8,-3,1
-5,-15,-38,-26,1,5,2,-3
-4,-10,-27,-80,21,-1,-2,0
4,13,38,-10,14,8,6,5
-2,-3,-51,48,16,13,1,0
2,6,35,-33,0,-7,-3,-1
-4,-9,12,49,-27,-16,-6,-2
-1,-2,4,-20,-3,-6,-3,-1
2,3,-3,-28,3,5,3,-1
