ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-3,-2,-3,20,16,-2,-2,1
-5,-6,-2,39,13,-8,-10,-6
4,7,5,7,-6,2,4,6
-2,-4,4,26,16,-1,-1,-2
-4,-7,-24,-50,-6,3,0,-7
2,3,-9,-76,-13,0,-3,1
-7,-7,-2,13,-10,-10,-6,-2
-3,-4,-9,7,7,-2,0,-1
6,11,25,56,17,11,7,6
-1,-3,-13,-20,-10,-3,-5,-3
4,6,4,-32,-5,4,6,3
-5,-8,-19,-32,-14,-5,-6,-3
-3,-5,-1,8,-8,-7,2,-4
-3,-5,0,54,10,-4,-1,0
3,3,-9,-75,-17,7,1,2
3,7,10,5,11,1,0,2
-5,-8,-15,-13,-4,-11,-13,-5
-1,3,10,13,-10,7,6,-6
4,7,12,34,10,6,5,5
1,1,6,-40,-25,-1,0,1
-3,-1,0,38,16,3,-1,0
-1,-2,-5,-17,-6,-5,-5,-4
1,1,4,9,6,-2,0,-3
3,6,11,42,8,11,8,3
-9,-12,-18,-57,17,-17,-11,-7
1,5,18,54,22,1,0,1
-2,-3,-21,-75,-49,-3,-2,-3
-4,-6,5,57,38,-5,-4,-3
1,0,-3,-20,-31,3,2,1
-7,-8,-9,22,-3,-6,-2,-2
2,-2,10,38,9,-3,-2,-1
-1,1,-9,-29,-3,-4,-4,-2
7,14,11,-13,-6,15,12,10
3,7,18,-35,12,10,3,3
-2,-6,-7,39,9,-4,-2,-4
3,2,1,-7,-5,7,6,3
-3,-5,6,33,2,-8,-6,-6
-2,-2,-11,5,4,0,0,1
8,16,23,-6,23,23,13,10
-14,-19,-19,-30,-14,-28,-21,-14
4,4,10,34,6,2,0,0
-5,-6,-15,-53,-5,-2,2,-5
-2,-4,-2,15,-12,-4,-1,-2
5,9,5,-8,4,7,6,2
-8,-9,-5,30,23,-12,-10,-6
-6,-10,-16,-16,-25,-14,-11,-8
4,8,17,40,21,7,2,1
-1,-4,-30,-86,-32,1,4,3
3,5,16,43,16,10,4,1
2,2,4,17,2,4,4,2
