ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-3,-6,-23,-36,-3,-1,-2,-2
-2,0,-7,-50,3,3,2,-2
-4,5,37,62,-4,-3,-3,-4
0,-5,1,-35,-15,-6,-3,1
-2,-6,-9,101,-2,-5,-2,-2
2,1,29,-104,-16,-1,0,0
9,16,-42,-29,-7,11,7,5
-11,-20,25,88,-4,-13,-5,-5
3,4,-37,28,-13,-6,1,0
-5,-9,-17,-15,25,3,-3,-3
2,5,19,-6,3,-2,-2,1
4,8,-20,-48,-25,2,1,0
-2,-3,12,-45,4,7,3,3
-2,-2,18,23,-19,-10,-3,-3
-3,-4,-14,35,18,0,-1,-2
-6,-14,9,34,-21,-13,-4,-1
1,-2,-4,-28,6,-2,-2,-1
1,2,-19,28,3,4,0,0
-3,-6,-15,4,-6,-3,-4,-2
5,18,12,-77,-1,2,3,1
1,-1,34,18,3,4,-1,0
-6,-9,-7,-7,-27,-11,-5,-3
2,0,-20,-48,9,-6,-2,-1
12,27,29,62,53,30,12,6
-13,-19,40,79,-10,-15,-12,-9
-3,-12,-45,-26,12,10,5,0
-5,-12,-34,-90,-2,-8,-3,-1
-1,5,15,-66,5,-2,1,0
2,6,-29,6,-1,-1,0,-1
8,13,26,-1,-10,8,4,4
-5,-14,30,85,-13,-8,-6,-5
-10,-21,-24,33,-6,-12,-8,-6
3,15,1,-5,4,13,7,5
1,3,5,-24,-4,-6,-4,-4
0,0,7,25,-10,1,3,0
-5,-8,-19,42,-6,-5,-2,-2
3,12,22,47,14,9,3,3
-1,-6,-23,-37,-14,-11,-3,1
0,5,5,1,8,3,-1,-1
3,5,19,-31,-1,2,2,0
1,-6,-33,4,-4,1,2,1
0,9,71,126,-5,-6,-3,-1
-5,-17,-53,-79,4,-2,-3,-1
-6,-12,-10,-40,-16,-12,-7,-3
-1,-2,-37,-82,-18,-7,-2,-1
12,30,78,-13,60,22,8,6
-15,-45,-92,26,-24,-16,-9,-9
10,17,13,-49,9,19,10,9
-5,-14,-5,8,-6,-7,-3,-6
-5,-12,-4,18,-6,-9,-6,-2
