ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
4,8,17,29,19,10,3,4
-7,-11,-29,7,-12,-10,-4,-5
5,8,22,-16,18,10,1,6
0,-3,-6,-15,-31,-5,-1,-3
-2,-4,-1,53,13,6,4,-1
-1,1,-2,-44,-9,-2,0,0
-3,-5,-8,26,4,-2,-3,-3
-2,-2,-7,-18,-7,-8,-5,-3
1,2,4,-6,2,3,-4,0
-6,-8,-3,45,18,-3,-3,-1
2,1,-1,-29,-13,-1,2,1
0,3,7,11,18,1,1,0
-1,1,3,1,-7,-2,-2,-2
4,4,-3,-50,-6,0,2,2
-4,-4,10,68,15,-2,-4,-3
-2,-4,-12,4,-7,0,0,-1
0,-2,2,-9,3,-3,-1,-1
-1,-1,-1,19,5,3,-4,-1
-3,-2,-2,15,12,-1,1,-1
5,9,19,-14,3,10,6,4
-4,0,1,-27,10,-2,-3,-2
4,9,18,5,-6,7,10,7
-10,-18,-25,5,-32,-13,-9,-8
9,12,26,75,64,16,8,7
3,4,2,-62,-24,-5,0,-1
-4,-5,-4,1,-8,-1,-3,-3
-2,-1,-1,-3,-14,-3,-2,0
-3,-4,-13,-14,-1,1,6,-1
2,3,11,45,19,3,2,-1
1,1,8,-5,-4,-3,-1,-3
-1,1,-6,-56,-17,4,0,0
-4,-4,-6,-5,3,-9,-7,-4
0,-3,-14,-16,-5,9,3,4
-3,-2,4,66,9,-6,-5,-8
-2,-8,-19,-49,-28,-13,-5,-1
0,1,6,19,10,0,0,1
0,-2,-9,-15,-10,-2,1,0
-2,-6,-6,-11,5,-6,-7,-4
1,3,9,9,9,8,5,1
-2,1,-8,-14,-3,-5,-4,-2
-3,-2,8,32,-10,-8,-6,-5
3,5,7,4,-5,4,6,3
1,2,-1,-1,13,-1,0,0
-1,0,0,-33,-28,-4,1,-2
-8,-13,-20,-1,15,-4,-7,-8
3,3,0,-88,-40,1,4,4
-3,0,6,20,2,-1,0,1
1,-2,-1,32,4,-3,-8,-5
1,4,16,47,24,0,-1,-1
-3,-7,-22,-62,-18,-10,-2,-2
