ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
7,5,11,71,25,16,8,6
0,2,-17,-128,-61,-2,0,2
-5,-5,-26,41,17,0,0,-1
-2,1,10,2,-10,-3,-6,-4
0,0,-7,-17,-1,-7,-6,-4
3,6,3,22,19,0,8,3
5,4,12,46,22,10,-3,1
2,4,5,4,6,12,11,6
-5,-8,-15,-2,-17,-6,0,-2
-2,-3,-1,-8,1,-1,-9,-4
-1,-2,2,-35,-18,3,0,1
1,5,10,48,21,-6,2,1
3,5,7,27,12,4,1,1
-2,-3,3,8,-10,-7,-4,0
1,6,0,6,3,4,4,1
1,2,0,-15,-7,-2,-5,-2
-2,-7,-1,-5,1,-11,-9,-4
1,9,-13,-8,-3,5,11,3
-2,0,5,-21,15,6,-1,1
3,-6,-13,-13,-18,-4,-4,-3
0,-5,-10,-41,-21,-7,-3,2
-1,-5,-9,20,1,0,0,1
-1,2,5,-21,-2,-3,0,-4
-4,-5,-11,-49,-20,-5,-6,-5
-3,5,-2,-19,-1,-2,2,0
1,1,1,-5,4,4,-6,-1
1,-1,-3,1,-1,0,5,6
3,5,11,8,6,8,2,3
1,0,2,-23,-17,-1,0,-4
-6,-10,1,32,19,-13,-9,-5
2,1,1,14,-1,2,-2,0
-1,-4,1,-19,-3,-5,-1,0
2,1,6,-52,-35,-5,-2,3
1,4,5,53,42,10,3,1
2,4,8,-30,-18,4,7,3
-4,-5,-8,-7,-8,-2,-3,-4
1,2,7,19,19,2,2,0
1,-1,9,-8,0,-6,1,0
-4,-6,-17,-11,-6,-2,-7,-6
2,3,10,25,17,8,8,5
4,5,16,-1,2,6,4,6
-7,-8,-7,24,-4,-12,-8,-5
-1,2,3,19,-6,-17,-8,-2
-4,-12,0,-8,1,-1,-1,1
3,3,6,-27,-2,9,4,1
2,1,0,3,-5,12,7,2
0,-1,12,18,0,1,3,1
-3,-1,-7,11,-20,-17,-19,-6
-3,-4,3,-43,-8,-1,7,-1
4,1,22,-9,-5,5,3,4
