ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
4,11,37,23,23,7,5,3
-6,-10,-29,83,40,4,-6,1
3,5,-1,2,-2,5,9,3
1,-2,-4,-5,-22,-7,-3,1
-3,-14,-17,-80,-13,5,1,0
0,8,11,54,10,-6,-2,-1
-7,-16,-6,54,13,-5,-10,-7
-2,-6,-21,-7,12,-4,1,0
0,1,28,51,11,5,-1,-3
3,5,8,-2,10,5,6,2
-4,-3,-23,-37,-43,-7,-2,-3
0,-2,19,60,24,-3,-3,-2
-6,-9,-33,-29,-26,-10,-7,-4
6,4,27,-17,-12,0,0,1
-13,-20,-27,6,0,-21,-12,-11
-2,0,9,89,49,7,-4,0
0,0,-14,4,-29,-1,4,2
-1,-1,34,108,28,-7,-2,-4
4,3,-5,-25,-8,6,1,4
-1,-1,-1,-19,-20,3,5,2
1,1,5,44,16,-1,-3,-4
1,3,-7,33,7,8,4,0
6,8,9,12,3,4,3,2
3,7,-3,-72,-11,-1,-3,1
-8,-11,-13,48,18,-8,-9,-5
0,-1,-15,-51,-19,-3,5,3
4,4,7,-11,29,8,3,1
4,6,10,30,-14,-1,1,-1
-3,-3,4,-30,-17,-1,2,-2
3,7,11,-18,13,11,2,-1
-3,-1,1,-7,26,-1,-3,0
-5,-6,-8,25,7,-7,-7,-6
-1,-1,-1,19,-14,0,-2,0
-3,-2,-7,-37,-14,-1,2,0
3,5,9,-18,-13,0,0,-2
5,8,4,-14,-4,9,4,3
-6,-5,2,37,36,-1,-9,-3
10,14,22,87,63,33,19,9
-2,0,25,14,-17,3,3,-1
-5,-5,5,37,-7,-11,-4,-3
0,0,-16,-34,-7,-3,-2,1
4,-4,-1,-10,8,-4,-8,-1
-4,-5,-15,10,-17,-6,-3,-5
2,6,10,-17,13,9,3,2
8,17,18,-36,-3,14,10,5
-17,-24,-31,16,-10,-19,-14,-13
0,-1,-10,-68,-8,4,4,2
-1,-8,-14,-44,2,-3,-1,-2
4,9,-1,-14,-14,0,2,2
2,8,10,2,-11,4,0,0
