ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-2,-3,15,26,-6,-6,-3,-3
-1,-2,-12,-22,-31,-5,-4,1
-5,-11,-10,44,-4,-3,0,-4
1,2,12,21,1,2,1,-1
2,8,4,-63,7,6,3,1
-1,1,19,5,-6,-3,-2,1
4,12,30,0,14,-1,-4,-1
-2,-13,-48,36,-6,3,-2,1
-7,-6,4,14,-8,-9,-5,-6
-4,-5,-19,-22,9,0,0,-3
5,12,19,4,2,3,4,4
0,-2,11,-28,2,1,0,-3
-1,-4,2,68,-5,1,-1,-1
-1,-3,0,-27,6,1,-3,0
-3,-3,13,21,5,-4,-4,-2
0,1,-3,-45,-3,0,4,1
5,9,1,-22,11,8,4,3
-7,-15,-12,62,-20,-15,-6,-6
3,7,-11,-13,37,11,3,3
-2,-3,15,32,-1,-5,-2,-1
5,9,-3,-54,-6,6,3,6
-2,-3,-13,11,26,2,-1,-1
-1,-4,-38,12,-19,-8,-2,-1
6,10,-23,-70,-4,5,0,2
-5,-13,10,55,10,0,-3,-4
-3,-5,20,11,-3,-3,0,1
1,4,9,20,-8,-4,-1,2
11,26,22,-40,10,16,3,1
-10,-21,-37,12,-24,-13,-7,-6
1,0,8,-34,-7,1,0,-3
-4,-12,2,69,5,-4,-1,-1
6,15,10,-26,7,-1,0,1
-1,-5,-19,6,-14,-3,2,-1
0,5,5,-29,16,8,0,2
-4,-6,-5,43,-1,-10,-1,-2
-3,2,56,67,10,1,-1,0
0,-6,-41,-97,-25,-4,-2,-1
-3,-4,-11,31,20,0,-3,-1
6,11,-1,-45,-27,2,0,2
0,5,42,51,11,-2,2,1
2,6,35,9,28,34,11,5
1,-2,-42,-24,-1,-8,-2,0
-4,-6,-2,1,9,3,-2,-2
-6,-19,-19,15,-9,-8,-4,-2
8,21,16,-31,11,4,3,4
2,12,43,67,-9,1,0,-1
-3,-16,-82,-4,-5,0,0,-4
-4,-6,20,11,-2,-4,-1,0
-1,-5,-4,12,1,-12,-4,-1
0,-4,-10,-19,5,8,1,1
