ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
5,2,-1,-39,-21,1,1,1
-5,-2,2,43,17,1,-4,-3
2,3,4,-18,-7,4,3,2
-1,1,-3,-16,-12,-5,-6,-1
-2,-2,-6,7,5,-6,-3,-1
-1,0,-1,-26,-34,-11,-4,0
-3,-2,7,62,26,3,-1,-3
4,4,5,20,29,15,1,0
-2,-5,-18,-12,-16,-6,-2,0
1,0,4,23,22,3,4,1
1,2,0,14,9,4,1,1
-5,-5,-6,-3,-12,-10,0,-6
0,3,3,-1,-11,3,1,3
-3,-3,5,5,0,-1,-1,-1
5,5,-4,15,17,7,5,4
-2,-3,1,9,-17,-7,-4,-2
-3,0,5,-9,-5,2,-1,-1
-7,-11,-20,-22,-25,-10,-5,-7
5,7,13,-11,-4,3,6,3
-6,-5,2,65,14,-7,-7,-3
4,0,-2,-28,-5,-3,0,1
4,5,8,23,12,8,3,5
0,1,15,-7,-10,-4,0,0
-3,-4,-19,-63,-19,-5,-3,-2
-4,-1,4,23,13,0,-1,-3
6,10,14,12,13,7,5,6
-8,-12,-30,-34,-12,-11,-7,-8
-1,-2,-3,5,7,1,1,3
-3,-1,-1,-3,-28,-5,-3,-3
3,3,5,2,24,7,3,0
-2,-3,-6,-47,-21,-6,-4,-1
5,0,4,16,18,11,2,3
-4,-1,-13,-46,-11,-2,0,-3
-2,-2,4,25,18,7,2,-2
0,7,10,2,-12,-3,-2,0
-4,-5,-6,-10,0,-2,-3,-2
0,-3,0,32,15,2,2,1
-5,-1,-2,-12,-12,-2,0,1
7,6,12,35,10,9,7,3
-2,-1,-2,-17,4,-5,-2,-5
-2,0,1,15,8,-1,-3,-1
7,-1,-11,-38,-25,-9,-2,-2
-2,0,8,82,60,8,-1,0
-1,-4,1,11,-13,-5,-2,1
-1,-2,-3,29,16,-2,-8,-2
-3,-2,-5,15,-21,-5,4,4
0,0,6,-16,-2,2,1,2
5,9,12,29,17,12,5,2
-4,-6,-9,-60,-35,-15,-10,-6
0,-1,0,-22,-6,-2,-1,1
