ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
3,2,9,0,-9,3,2,2
3,1,-4,-39,-11,9,2,1
-8,-6,-3,48,11,-18,-9,-4
-1,-6,-7,20,5,1,-4,-1
1,7,9,14,8,6,6,3
-1,-1,6,6,6,2,-2,-2
-4,-5,-1,-12,-10,2,-7,0
-5,-3,0,2,0,-2,6,2
-1,-1,-3,-17,5,-2,2,-1
10,11,8,-2,13,9,2,2
-3,-4,-13,-24,-44,-8,-4,-4
4,8,22,14,9,1,-1,1
-6,-8,-24,-50,-19,-2,-1,-1
-3,-3,-9,-39,-27,-13,-4,-3
3,3,10,19,20,3,2,1
0,-4,-15,-33,-14,-3,-3,-2
-1,1,4,14,-5,-1,-1,1
-1,2,6,12,15,5,-1,-2
-5,-7,-12,-40,-14,-2,0,0
4,3,12,79,17,1,1,0
-1,-7,-23,-77,-15,0,-1,-1
0,-2,4,34,3,-6,-3,-1
-5,-5,-21,-79,-21,-6,-3,-1
-1,0,5,22,26,1,0,-2
0,2,-2,17,-16,-6,-3,1
-8,-8,-23,9,0,-3,1,-2
7,11,17,21,13,6,2,4
-1,-2,-8,-41,-16,0,1,0
-2,-1,1,44,24,5,-2,-3
2,6,30,-1,-13,-11,-2,1
-1,-10,-30,6,4,-6,-3,-3
2,4,7,8,0,4,-9,2
-6,-8,-18,-11,-5,0,9,-2
5,8,6,-12,-4,14,6,4
-1,-3,6,10,-3,-13,-8,-4
-4,-2,0,-14,1,-4,-1,-4
-7,-11,-14,-30,-39,-17,-12,-6
0,0,-2,40,22,0,0,2
0,-2,-19,-112,-44,4,7,-1
-2,-4,-11,-36,-30,-8,-2,-1
9,15,32,-7,4,11,4,3
-11,-13,-32,-4,-5,-19,-13,-8
2,8,28,47,10,4,2,1
2,-6,6,-17,-6,4,5,1
5,6,15,21,22,10,2,4
4,3,1,-48,-21,6,4,5
5,9,19,75,21,15,9,4
-4,0,8,58,22,-1,-1,-2
0,-1,-6,11,3,-3,-3,-1
-6,-8,-3,33,20,-5,-8,-6
