ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2,3,12,19,6,2,1,3
-2,-4,-11,-18,-13,-3,-1,-4
3,-1,-3,-19,-18,2,2,2
-3,0,3,22,16,-4,-2,-1
0,2,1,-15,-3,8,5,1
2,3,6,14,9,0,-4,-1
2,3,7,12,-1,1,0,0
-2,-2,-7,-61,-1,-1,-2,-5
-3,-5,4,65,12,-4,-2,-2
4,7,-4,-28,-17,7,7,6
-6,-6,-4,11,11,1,-2,-2
2,2,12,22,5,-4,-1,2
1,3,4,13,10,0,-1,-1
-2,-4,-4,-2,-13,-2,2,-1
2,2,1,-25,0,3,4,1
0,1,0,19,19,-2,-4,-1
-3,-4,-8,-19,-26,-6,-4,-1
-4,-2,2,39,11,-2,-3,-2
-3,-3,-5,45,6,-13,-4,-5
-7,-10,-15,5,-5,-5,-7,-4
6,4,2,-28,-18,1,3,2
-1,-1,4,38,29,4,-2,2
0,-2,-6,-30,-17,-2,-2,-1
4,7,12,29,11,1,5,2
-6,-4,-5,17,-3,-9,-9,-5
3,3,10,-42,-2,9,3,1
-5,-4,-2,15,14,-2,-4,-2
-1,1,3,2,-13,-2,-1,0
-3,-5,-4,3,6,0,2,-3
-1,-4,2,23,6,-3,-3,-2
1,0,-15,-59,-34,-4,-1,-2
-5,-6,-6,30,11,1,-2,-3
-1,-1,2,13,22,7,1,1
-2,1,-1,-5,-12,-3,0,0
3,4,9,12,8,8,2,2
2,4,6,-5,0,-6,-2,-1
-1,-1,-8,-44,-1,1,3,0
-1,0,3,18,1,-6,-3,-2
-3,-5,-10,-30,-22,-6,-5,-6
4,4,1,6,-3,3,7,1
0,2,12,42,39,2,-3,-2
-4,-4,-10,-27,-34,-13,-4,-6
4,7,12,14,20,13,5,5
-2,-4,-8,-22,5,-1,0,0
6,11,10,-62,-47,10,8,5
-13,-19,-17,89,33,-25,-18,-11
-1,-5,-15,-32,-8,-6,-6,0
2,5,13,-36,-4,5,4,3
-3,-2,-3,-6,-15,-2,-1,0
2,4,4,1,9,8,6,3
