ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
4,5,15,26,41,3,-1,4
-3,-3,2,62,16,-4,-1,-1
2,4,11,-9,-8,6,5,1
1,0,-2,-1,-7,-4,0,1
0,-1,-3,5,4,4,1,0
2,6,2,-47,-17,6,5,2
-7,-13,-13,36,-16,-18,-9,-6
4,9,14,10,15,13,9,6
-8,-12,-11,14,2,-5,-5,-5
-4,-4,-16,-29,-13,-1,-1,-1
2,3,1,-20,2,2,-1,-4
-1,0,-4,-33,-6,1,0,0
4,2,-2,-24,-34,-6,-5,-3
0,0,2,23,12,3,4,0
-3,-5,-10,-22,-14,-3,-5,-3
-5,-6,4,46,-3,-9,-6,-4
5,10,12,-18,14,17,6,3
-2,-1,12,16,15,-8,-2,1
-5,-10,-28,-36,-16,-8,-7,-3
1,0,-3,-15,6,2,3,1
0,2,11,41,4,3,4,3
11,18,37,77,10,10,4,7
-6,-9,-5,10,9,-11,-5,-5
-10,-16,-21,22,1,-11,-10,-7
1,4,2,43,16,1,-2,0
1,-1,14,34,1,2,3,0
0,3,2,-5,25,4,2,2
5,8,5,-46,-16,6,0,0
-3,-4,-11,-27,-15,-11,-1,-1
-1,-2,-12,-51,-20,-4,-1,-2
-2,-5,-11,-50,-22,-2,-4,0
1,2,18,73,15,-3,1,0
-9,-16,-25,-38,-18,-15,-12,-9
2,3,-7,-66,-7,2,0,1
4,9,10,-27,-4,14,11,5
-1,0,6,15,1,-4,-3,-3
-5,-10,-17,18,6,0,-1,-4
-1,0,2,69,27,-1,-1,0
0,3,12,6,-12,-2,-4,0
6,12,4,-62,-27,4,6,4
-4,-4,-2,54,44,2,1,-3
-10,-18,-41,-76,-42,-12,-10,-9
-4,-4,-10,66,5,-6,-3,-2
3,0,-4,-2,-7,2,2,1
1,1,11,10,-25,-7,-7,-1
4,8,5,-8,10,10,7,3
2,5,14,44,3,-2,1,1
2,5,2,-6,-3,-1,1,1
-2,-3,-21,-90,-50,3,4,3
-5,-9,7,85,39,-2,-3,-4
