ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-2,-3,-7,-37,-21,-1,1,-2
-14,-2,7,36,17,-2,0,-1
31,14,16,36,8,5,-1,6
1,3,-1,-49,-5,3,4,1
-3,-10,-19,-25,-22,-9,-7,0
-4,-2,-4,3,18,4,-1,0
-14,-10,-13,-1,-12,-5,0,-6
6,3,13,-15,-2,0,0,2
3,1,-16,-42,-4,-2,-2,1
5,8,25,34,22,10,5,-1
-10,-10,-24,-42,-19,-15,-5,-4
3,1,1,2,-10,2,-2,0
-3,-1,0,2,6,3,5,0
2,-1,-5,-42,-5,0,-2,1
1,1,6,29,-11,1,2,-1
-2,1,3,5,-4,-5,-5,-1
-2,-3,5,33,4,1,0,-1
5,2,-14,-31,3,5,3,3
-1,3,17,19,9,3,2,-4
-2,-2,1,65,21,-1,3,1
-1,-5,-15,-67,-13,-11,-7,-3
0,-4,3,20,-15,-3,2,3
-2,2,2,-1,-1,6,3,2
0,1,4,55,6,4,1,3
-4,4,6,13,18,4,1,0
3,-2,0,-39,-21,-11,-8,-4
-2,-5,-9,2,4,-7,2,3
-1,1,-5,-28,-8,7,0,-1
-5,-1,2,2,-7,1,-2,0
8,7,15,70,20,1,-3,2
-2,-1,-4,58,28,-2,-4,-5
1,0,7,18,-11,1,8,2
0,-3,-10,8,11,1,-5,-3
-3,-2,-7,-17,-22,-4,0,-2
-6,1,10,-15,0,2,-2,0
14,4,-5,-21,-10,-2,1,1
-3,-9,-15,7,-3,0,0,-2
-1,-4,0,13,-3,0,-4,-5
-2,0,3,4,4,-3,-4,-1
-7,-2,1,-6,4,-7,-9,-2
2,3,0,-30,-5,7,5,2
4,9,8,32,1,4,8,5
2,5,-2,-37,-14,0,-1,0
-8,-11,-7,-3,9,-7,-7,-4
9,4,6,9,3,2,1,1
-3,1,0,-28,-19,1,1,1
-3,0,-5,-27,5,-1,0,0
6,-1,1,-12,2,-3,-2,1
2,6,9,3,14,12,9,2
-2,5,16,21,13,0,-5,0
