ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1,-1,-6,-11,8,7,3,3
-3,-7,-10,-4,-15,-4,-1,-1
1,4,8,3,-7,0,3,-2
-4,-4,0,-8,13,-6,-8,-7
5,7,5,0,5,6,2,6
-8,-12,-13,62,51,0,3,-2
-5,-10,-18,-73,-52,-11,-7,-4
-5,-11,-29,-92,-12,-14,-5,-4
-5,-4,-5,-16,3,-4,-4,-4
-1,-3,-4,19,2,-3,-4,-5
3,2,2,2,9,2,3,0
-5,-3,-1,26,10,-4,-3,-5
3,4,1,-33,0,6,3,1
0,5,3,-22,-8,0,1,1
-3,-4,-4,2,-12,0,0,0
2,-2,0,-3,2,-1,0,3
1,4,7,42,27,5,4,0
0,-1,10,38,-3,-6,-10,-6
-5,-10,-14,-25,-26,-11,-3,-2
4,5,5,4,8,10,2,4
6,3,12,74,34,3,5,3
0,0,-4,-11,6,2,0,1
0,1,-1,18,17,1,-1,-2
-5,-1,-3,9,8,1,-2,-2
-1,0,14,93,18,-4,-6,0
-2,-3,-17,-77,-33,0,1,-2
1,6,13,0,0,2,2,3
2,2,0,20,24,12,7,4
-3,-9,-29,-89,-23,-9,-7,-5
-1,0,6,-1,35,8,4,2
2,5,4,19,-8,-2,-3,-1
-3,-7,-10,21,-14,-8,-5,-3
-2,-5,-15,-100,-63,-9,-2,-3
0,1,2,-35,-2,5,2,1
-1,-1,-6,18,6,1,2,1
1,3,3,-11,-11,-1,1,1
-1,1,8,65,40,7,1,0
-2,-3,4,0,-27,-8,0,2
-1,-2,-4,-48,1,0,-3,-3
2,4,16,79,21,1,2,0
-2,-2,2,6,6,9,5,-1
1,4,-3,-46,-26,-2,0,-1
-11,-13,-20,6,-5,-11,-8,-5
1,3,10,8,-17,-6,0,-2
-9,-12,-25,-6,-7,-23,-11,-4
6,3,14,41,15,10,3,1
5,6,4,-33,6,6,5,1
-1,-2,-2,-7,-10,-2,-1,-1
0,1,-8,-56,-36,-2,-2,0
-3,-2,-8,-24,-24,-7,-5,0
