ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-1,-1,-18,52,55,2,2,2
-7,-13,-10,4,-15,-14,-5,-7
-15,-23,-26,-16,-11,-19,-15,-10
21,26,49,32,5,26,19,14
-3,-1,-9,-15,4,-5,-7,-5
-2,-1,-21,-44,-14,-1,-2,-1
-8,-11,2,6,7,-5,-6,-6
4,10,18,-13,-7,8,7,4
-1,-1,-23,-17,-6,-2,-1,-3
-2,-5,-7,-12,-10,-9,-4,0
2,1,-18,-16,-7,-2,-1,-1
3,13,1,25,7,8,7,5
-3,-2,22,101,34,-3,-1,-1
4,-3,-21,-41,-27,-4,-2,2
-7,-11,-14,54,67,-4,-5,-3
8,9,15,-20,0,20,14,9
-2,-2,-7,-31,-19,-6,-8,-5
3,10,48,31,22,8,2,2
-7,-12,-37,-46,-25,-15,-5,-7
10,11,21,3,-20,11,8,6
1,-2,-24,-57,-6,12,6,5
-11,-15,-42,-66,-59,-20,-9,-9
-16,-25,-18,7,-7,-38,-27,-14
-3,4,13,-17,18,8,2,0
-12,-18,-24,52,-16,-18,-9,-4
32,29,24,-17,40,32,18,12
-9,-12,-15,33,-9,-4,-6,-3
6,5,3,-11,1,6,2,2
-6,1,18,13,12,-4,-5,-4
-5,0,-5,8,12,3,6,2
5,19,13,60,34,8,1,-1
-12,-18,-27,-21,2,-13,-12,-11
2,-3,7,-41,-8,14,6,5
0,11,36,108,83,15,4,3
-20,-33,-70,-4,-46,-40,-24,-17
7,13,16,65,30,15,9,6
11,11,14,31,35,3,3,1
-12,-14,-4,89,1,-14,-10,-8
7,17,51,31,26,23,15,3
0,1,-13,-20,-25,-15,-3,0
0,-5,2,16,7,0,2,-1
19,32,46,-87,2,36,25,15
-12,-24,11,45,-13,-27,-15,-9
5,4,-4,-27,-23,10,7,5
0,6,-14,-87,-31,2,3,1
-4,-11,-27,-47,-36,-13,-8,-3
3,6,-1,-73,-19,9,4,3
2,3,16,48,17,-1,1,0
4,5,28,13,-19,5,5,4
-13,-22,-42,-73,-77,-31,-16,-10
