ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
7,7,-11,18,28,10,3,2
0,0,5,20,-1,-4,-2,-1
-3,1,43,-32,-22,-7,-2,0
-8,-29,-90,-51,-6,-6,-6,-5
2,7,13,17,9,2,2,0
-3,-2,32,53,-2,-5,-3,-1
5,7,-8,-58,0,-1,0,1
3,12,31,45,-15,-2,0,1
-3,-7,-12,8,-8,-6,-3,-1
2,5,-9,-76,-9,2,0,1
0,-5,-35,22,0,-4,-2,0
2,10,34,39,14,4,3,1
1,-4,-21,-44,-18,-1,1,2
0,3,-21,-85,-1,2,1,0
0,-6,-7,98,2,7,2,1
-4,-13,-31,17,-3,0,-1,1
-2,2,9,12,15,-8,-2,-1
0,3,33,-6,-20,5,0,0
3,1,-23,-34,14,0,-1,1
-3,-3,11,35,-9,-4,-1,-2
1,1,-7,16,11,4,1,0
-4,0,30,17,16,-7,-5,-3
-1,-5,-42,-8,-3,8,1,1
2,2,-1,-39,17,7,5,1
1,7,36,70,-3,4,3,-1
0,5,0,-36,-17,-9,-2,0
-5,-12,-7,-1,3,-2,-3,-3
-1,0,-22,-53,-4,-4,-4,0
4,9,25,17,17,9,3,4
2,6,18,16,12,1,0,-1
-7,-12,21,93,-10,-7,-4,-3
-3,-1,8,-16,-4,-5,-5,-1
4,11,23,-49,-25,0,4,1
-2,-9,-30,41,-12,-1,-5,-3
-2,0,11,-32,0,1,4,0
5,7,-4,49,4,5,1,1
-3,-6,-17,4,19,3,-3,-3
2,3,-29,-97,-7,3,1,-1
-2,-2,36,35,-14,-10,-5,-3
2,9,14,-46,-12,1,-1,1
0,1,-53,-50,8,0,3,2
-10,-18,7,22,-5,-10,-4,-2
3,7,6,-27,20,6,5,2
2,6,14,17,-25,-1,1,-1
1,4,3,-19,12,-2,-2,-2
1,-5,10,33,9,12,2,0
-3,4,-34,-60,0,1,0,1
-6,-14,8,43,4,-9,-5,-4
-2,-1,32,0,-12,-2,-2,-2
5,4,-40,35,8,9,7,3
