ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-8,-10,-9,42,13,-13,-12,-9
-5,-6,-12,20,4,-1,-4,-3
0,-1,3,50,-2,-6,-4,-3
-1,-6,-5,33,10,-1,-4,-4
2,5,4,-32,0,5,2,4
2,-1,-1,5,2,0,-1,-1
5,2,-11,-75,-37,2,5,5
2,5,9,-15,-24,-5,-2,0
-6,-5,-3,71,54,-2,-1,-3
-6,-6,0,-13,-10,-10,-8,-6
1,3,0,-56,-42,-3,4,4
-2,-3,2,50,55,5,3,0
7,9,8,-31,-4,6,6,4
0,-1,-13,-52,-28,1,3,0
-5,-3,1,3,1,-9,-13,-6
0,0,-1,22,-1,-8,-1,1
3,-1,4,31,26,7,2,0
2,5,13,81,24,3,0,-2
3,2,-3,-19,-4,7,4,2
-3,-5,-5,18,14,-1,-4,-2
3,4,4,-67,-39,2,4,2
-1,-4,-2,-33,-7,-5,-4,-1
-4,-3,-4,28,27,3,-2,-3
3,10,15,25,0,1,2,0
-11,-16,-13,-7,-19,-18,-11,-7
3,3,2,-61,4,8,1,1
-5,-8,-6,77,48,-1,-3,-4
-5,-7,-9,40,14,-5,-5,-4
2,5,0,-11,-15,7,6,-1
-8,-10,-7,31,-7,-13,-9,-8
2,7,25,68,41,9,4,2
2,6,10,-46,-16,2,3,0
3,-2,-11,-19,-11,0,0,3
6,9,5,-62,-19,4,7,4
-1,-3,-2,-28,-5,5,4,0
-1,-2,3,47,-12,-2,-1,-1
-5,-7,-20,-71,-38,-11,-7,-3
0,4,8,14,8,0,2,2
-4,-12,-20,27,5,-6,-7,-4
-2,-2,-15,-39,-5,6,0,-1
2,5,22,35,7,0,3,0
-1,-5,-9,31,20,-2,-1,0
3,5,1,-74,-48,0,0,0
1,-3,0,0,-18,0,2,2
-3,-5,-4,24,38,2,-3,-4
-1,-3,-6,3,-13,-1,1,0
3,4,13,36,12,2,-2,-1
3,-1,-11,-37,-14,5,-1,1
-4,-6,-17,-63,-33,-7,-3,-4
-4,-5,0,44,32,-2,-2,0
