ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-6,-16,-57,69,-14,1,-3,-2
-2,-3,6,46,10,-6,-3,-2
-2,0,24,20,22,2,2,-1
-3,-8,-14,-33,0,-4,-2,-1
-4,-7,-32,-37,1,-1,-1,0
10,21,30,-39,-2,6,4,2
-10,-22,-59,93,-11,-12,-7,-7
-4,-11,2,2,5,2,-1,-3
7,11,-2,-107,8,9,2,5
-6,-10,-25,22,-16,-6,-3,-4
8,22,81,-6,30,8,3,4
0,-1,-81,-29,1,-2,-3,-1
-4,-10,-6,-9,-5,-5,-4,-4
-1,1,31,12,-1,1,2,0
13,29,11,40,17,18,10,8
-8,-13,-2,8,-27,-23,-13,-9
-4,-13,-8,-8,-2,-5,0,-2
0,-1,-13,-13,7,7,1,3
1,4,29,11,-5,-6,-1,-2
1,2,-4,36,11,6,0,1
6,14,61,-8,14,10,3,2
4,8,7,6,-2,1,0,0
4,7,-21,-35,2,0,-1,3
-7,-18,-69,-25,-3,-2,0,1
-3,4,64,21,-54,-19,-7,-6
-5,-15,-17,21,10,4,-1,0
-3,-4,-7,-35,-6,-5,-3,-3
5,3,16,31,14,6,6,3
5,20,40,53,9,2,3,2
-1,-7,-71,-57,-36,-10,-7,-2
-10,-19,-9,55,-9,-6,0,-3
-1,1,55,28,7,0,2,0
-3,-14,-52,5,-3,-3,-3,1
3,7,22,-39,5,9,4,2
-1,-5,-19,-52,2,4,-1,-2
0,7,34,20,-2,0,1,-1
2,1,-8,59,32,7,2,0
-3,3,17,-23,-8,-12,-3,-3
-2,-10,-28,32,9,6,0,-1
3,14,67,25,-11,0,3,4
0,-8,-57,-39,-7,-3,-2,1
-4,-5,36,58,-7,-2,-2,-4
-2,-6,-10,-13,-5,-5,-2,0
0,1,-4,-47,-20,-5,-3,-1
-3,-2,28,36,18,2,0,-2
6,12,2,8,2,2,1,2
0,0,19,37,-3,0,0,1
2,8,-29,-77,6,-3,-6,-5
-2,0,-13,-62,-12,-2,7,1
-3,-11,-19,92,-10,0,-2,-3
