ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-5,-4,2,28,29,0,-3,-3
4,6,6,-20,-26,3,0,2
-1,0,0,13,13,1,4,3
-2,-8,-13,-52,-21,-10,-5,-1
0,1,-8,-21,-11,4,2,1
6,9,19,50,40,11,5,3
-1,-5,-13,-48,-19,-2,-4,-1
-4,-4,1,42,17,-3,0,-1
-2,-3,-4,10,6,5,-1,-2
-1,0,5,21,20,-2,-1,-1
3,6,3,7,6,3,3,0
1,3,2,0,0,4,3,1
-10,-18,-43,-80,-10,-17,-11,-8
-6,-6,-11,7,11,-1,-3,-3
4,6,14,-40,-11,2,-1,1
-1,-4,-8,-15,-12,-2,1,3
0,1,2,-22,13,-2,-1,-1
1,2,0,-40,-19,4,7,0
-3,-1,-8,-27,-7,-4,-2,-3
-2,-2,4,6,-5,-7,-8,-3
8,10,18,41,7,7,8,8
-2,-1,0,20,20,7,4,0
-1,1,15,72,4,-2,-1,-4
-5,-7,-14,11,6,-4,-3,-5
0,0,-4,-38,-30,-1,1,0
-3,-8,-24,-46,-10,-4,-4,-2
1,1,-5,-22,-14,3,4,3
-2,-3,6,57,18,-7,-7,-3
1,1,5,28,-14,0,-1,1
-4,-7,-12,14,9,-5,-3,-3
-4,-6,-9,-22,-15,-8,-4,-5
1,3,16,11,-4,4,3,1
2,6,11,40,20,4,2,1
2,4,11,29,11,1,-1,2
-1,-1,-8,-8,11,-3,-4,-5
-1,-2,-5,-59,-31,1,3,2
0,2,8,29,15,4,3,-2
-1,0,2,-34,-6,2,-1,-3
-1,-3,1,22,7,-5,-5,0
1,2,0,18,15,-2,0,2
-1,-1,-7,-35,-22,0,2,-2
2,2,10,13,30,5,2,3
-2,-5,-19,-89,-58,0,3,1
-6,-10,-18,71,28,-14,-12,-7
5,10,18,13,8,5,7,5
-5,-6,-9,3,-11,-7,-8,-5
-5,-8,-17,-36,-4,-5,-4,-2
6,4,-4,-13,3,4,3,2
-3,-4,-5,-15,-11,-4,-6,-1
4,8,17,24,11,4,7,1
